18CW7.3,17CW47.2,17CW49.11,155 colon,167 colon,18CW13.9,17CW49.9,17CW49.5,17CW50.3,18CW17.1,18CW27.5,18CW27.6,18CW17.3,18CW13.1,17CW50.1,18CW25.4
F (AOM/DSS),F (AOM/DSS),M (vehicle),F (vehicle),F (vehicle),M (AOM/DSS),M (vehicle),M (AOM/DSS),M (AOM/DSS),F (AOM/DSS),M (AOM/DSS),M (AOM/DSS),F (AOM/DSS),F (AOM/DSS),F (vehicle),M (vehicle)
